	document	label
15	[[문단]] 행복한 삶을 사느냐는 자신이 원하는 삶을 사느냐에 달려있다. 명확한 삶의 이미와 분명한 행복관을 가지고 자신이 원하는 삶을 사는 것이야말로 행복한 삶이다고 할 수 있다. [[문단]] 행복하게 살기 위해 층족되어야 할 조건은 객관전인 측면과 주관적인 측면에서 살펴볼 수 있다. 무선 객관적인 측면에서 살펴보자. 우리가 사회에 속해 있는 이상 사회 제도하에 놓이는 건 당연하다. 사회제도가 없으면 정확한 행복관을 갖기는 어렵다. 아무리 꿈이 많은 사람이라도 뜻을 펴지 못하면 안타까울 뿐이다. 그래서 꿈을 실현 할 수 있는 객관적인 환경도 필요하다. 또한 사회 복지도 필요하다. 사회 복지를 통해서 우리는 자신이 원하는 삶에 한발짝 다가갈 수 있기때문이다. [[문단]] 주관적인 측면에서 필요한 행복한 삶의 조건은 도덕성을 갖는 것이다. 아무리 목적을 성취했기로서니 도덕성이 결여된다면 행복한 삶을 누릴 수 없다. 행복한 삶을 누리기 위해서는 꿈과 희망도 꼭 필요하다. 또한 적극적인 태도와 만족감을 느끼는 것도 행복한 삶에 필요한 조건이다. 웃음을 잃지 않고 꾸준히 긍적적인 태도를 견지하노라면 세상이 아름답게 느껴질 것이다. [[문단]] 또한 가족들이 행복하면 우리는 행복한다고 느낀다. 한 마디로 주변 환경이 얼마나 평화롭고 안정적이냐에 따라 행복을 느낄 수 있다.	3
2	[[문단]] 사람들은 살면서 행복한 삶에대해서 많이 생각하면서 행복한 삶을 위해서 노력하고 있다. 행복한 삶의 뜻은 기준이 없고 사람마다 다르 것 같다. 나의 생각에서는 우리가 지금의 생활을 좋아하고 희망을 가져 살 수 있는 것이다. 쉽게 말하면 자기의 삶에대해서 불만이 없고 극정적으로 살는 생활방식이다. [[문단]] 그럼 우리가 행복하게 살기 위해 충족되어야 할 조건은 여러까지 있다. 첫째. 다른 사람의 삶을 부럽지 않고 비교하지 않은 것이 좋다. 항상 자기 모다 좋게 살는 사람과 비교하면 자기가 더 불행하고 행복하지 않다고 생각할 수 있다. 그래서 자기의 인생을 충분히 인식하고 자기가 가지고 있는 것을 많이 생각해야 된다. 둘째. 자기를 향상시키기 위해서 희망을 가져야 된다. 자기가 어떤 생활을 원하는지 어떤 사람이 되고싶은지 를 잘 생각하고 노력하면 이생은 재미고 의미가 생길 수 있다. 그리고 이런것을 위해서 노력하는 과정은 너무 행복하다고 생각한다. [[문단]] 간단하게 말하면 행복한 삶은 기쁘게 살 수 있고 삶의 의미를 느낄 수 있는 것이다. 그래서 이런 삶을 살기 위해서 극정적인 태도 와 행동을 필요한다. 우리가 원하는 삶은 다르지만 행복한 삶이 필요한 조건은 다르지 않다고 생각한다. 여러면에서 노력해야 행복한 삶을 살 수 있다.	3
4	[[문단]] 이 새상에서 살고 있는 사람이 많다. 옛날에는 사람들이 돈이 많지 않을 때는 서로 피땀흐린 정도로 돈을 벌었다. 음식을 배부른 정도로 먹을수 있게 위해서 돈을 벌었다. 그때의 행복은 음식이다. [[문단]] 요새의 사회 성황을 보면 경제가 좋아지고 있다. 이 상황은 사람들이 각자 돈이 많이 벌고나서 친구랑 같이 쇼핑하고 물지생활 수병은 좀좀 높아자고있다. [[문단]] 그때의 행복은 음식랑 상관 없고 바로 물지생활이다. [[문단]] 지금 이사회가 과속 발전에 반면에 과속 발전한후에 환경 문제가 속속 모여다. 이때 사람들은 돈을 여유가 있었지만, 환경문제를 생겨서 물지오염까지 심해서 음식은 옛날보다 위생하지않는다. 그래서 지금의 행복은 바로 환경이다. [[문단]] 행복하게 삶의 조건은 바로 가족, 환경, 그리고 정이다.	0
66	[[문단]] 행복한 삶이란 스스로 원하는 삶을 살 때 누릴 수 있다.사람마다 원하는 바가 다르기 때문에 행복한 삶의 모습이 같지 않겠지만 스스로 원하는 삶을 살 때 자신의 만족이 높아진다. [[문단]] 행복한 삶을 살기 위해서 충족되어야 할 조건은 개인적 측면과 사회적 측면으로 나누어 볼 수 있다.먼저 개인적 측면에서는 개인의 욕구 충족이 행복한 삶의 조건이 된다.신체적 건강이나 경제적 안정을 삶의 최우선 조건으로 생각하는 사람이 여기에 해당한다.신체적으로 건강한 삶을 살거나 경제적으로 안정된 삶을 살 때 행복한 삶을 살고 있다고 생각한다. 또한 사회적 성취에 큰 의미를 두는 사람의 경우도 여기에 포함될 수 있다. [[문단]] 행복한 삶은 사회적 차원에서도 찾을 수 있다. 사회적 차원에서 행복을 느끼는 사람들은 개인적 차원에서라기보다는 사회적인 수준에서 행복을 분석하고 있습니다.자신을 둘러싼 사회적 관계가 안정되어 있을 때 편안하고 행복한 삶을 살고 있는 느낌이 생긴다.그리고 자신에 대해 의미있는 역할을 할 수 있는 것도 행복한 삶의 조건이다. [[문단]] 행복한 삶은 개인적 욕구 충족을 통해서도 사회적 의미 있는 역할을 하며서도 아마 부족할 것이다. 우리가 열심히 살고 항상 욕심이 너무 과하지 말고 이런 마음으로 행복한 기본을 마련한 후에 아까 말하는 개인적 측면과 사회적 측면을 겸비하면 행복함을 느낄 수 있다.	3
89	[[문단]] 행복한 삶이란 무엇인가. 이런 문제가 쉽게 대답할지 모른다. 왜냐하면 행복한 삶의 정의에 대한 답은 사람에 달려 있다. 햇빛이 잘 든 거실에서 사랑한 가족들과 친한 친구들과 같이 밥을 먹으면서 재미있는 얘기하는 것이 행복한 삶이라고 한다. [[문단]] 이런 평엄한 행복한 삶의 정의를 좋아한다고 생각한다. 몰론 이는 개인적측면인셈이다. [[문단]] 행복하게 실기 위해 층족되어야 할 조건은 사회적인 측면과 개인적인 측면을 나누어 볼 수 있다. 사회적인 측면은 안정한 환경에서 사람들이 편안하게 살면서 충존한 음식이나 옷을 가지게 된 조건이 된다. 왜냐하면 각나라는 이익을 위해서 사람들의 안전도 불고하고 다른나라와 싸우는 경우도 있다. [[문단]] 개인적인 차원에서 살펴보면 조건은 세 가지로 나누어 볼 수 있다. 첫째 자신의전체를 알아볼 정도가 언마나 깊다. 예를 들면 일에 대해 항상 열심히 하고 나쁜 상황에 처할 때 냉정적으로 해결할 수 있는 사람이 행복한 삶을 가지고 있다. 자신의 성격을 잘 알아보기 때문이다. 둣때 타인에게 가치가 있는 행복한 삶의 조건이 되다. 사회에서 타인에게 도와주는 것을 통해 지신도 행복한 느낌을 느낀다. 네쨋, 사회에게 도움이 된 사람 되어야 냉복하게 살 수 있다. 예를 들면 쓰레기를 버릴 때 쓰레기를 분리하고 버리면 사회에게도 되움이 된다. 따라서 좋은 사람이 되면 행복한 삶을 이미 찾았다.	1
54	[[문단]] 행복한 삶이란 자신의 만족하고 건강하게 살 수 있는 인생을 말한다. 즉 건강하게 생활하면서 사랑하는 사람과 같이 생활하고 자신은 좋아하는 일을 할 수 있고 사고 싶은 물건을 살 수 있는 마당에 행복한 삶이다. 하지만 사람마다 가치관이 다르고 처한 입장에 다르기 때문에 행복한 삶에 대한 정의가 다르다. 일반적으로 행복한 삶의 조건은 개인적인 측면과 사회적인 층면을 부분으로 나누어 볼 수 있다. [[문단]] 개인적 층면으로 행복한 삶은 건강은 우선한 조건을 선택한다. 건강한 몸, 건전한 신리은 모두 행복한 인생 실형하는 최우선 조건이다. 그리고 충족한 경제적도 행복한 삶의 조건인데 부유한 경제적인 조건이 있으면 사람은 다양한 일을 할 수 있고 꿈을 구축할 수 있고 우량 교육도 받을 수 있다. 이렇게 조건을 만족해서 사람은 만족감을 높아질 수 있는 데다가 자신감까지 가지고 있다. 사회적 층면으로 분석하면 사람들이 사회 속에 자신 가지는 높게 느꼈기 때문에 사회 인진도을 얻을 수 있다. 예를 들어 사람은 어떤 회사에서 취직하는지 평가가 다르게 받고 좋은 회사, 대기업에서 취직하는 사람은 인진도을 더 높은데 만족감도 많아질 수 있다. [[문단]] 따라서 행복한 삶의 조건은 크게 개인적과 사회적 두 층면으로 나눠서 균형 있게 가지고 있으면 인생은 더욱 행복하게 편할 수 있다. 풍부한 인생을 겪으면 삶의 의미가 커다고 생각한다.	2
14	[[문단]] 행북한 삶의 정의는 사람마다 다르는데 나는 진정한 행복한 삶이야말로 건강한 신체뿐만 아니라 정신적인 만족도 받을 수 있어야 한다고 생각한다. [[문단]] 그래서 행복한 삶의 여러 가지 조건종 제일 기본적인 하나는 바로 건강한 신체다. 인간으로서 이세상에서 사는 게 건강한 몸이 없으면 절대로 잘할 수 없다고 생각한다. 그러면 건강을 유지하기 위해 운동을 많이하거나 음식은 밖에서 사먹는 것보다 스스로 집에서 만드는 것등 방식이 여러 가지 있고 여러분도 많이 알고 있다. [[문단]] 두 번째조건은 정신적인 만족을 얻음이다. 정신적인 만족은 사람의 인생관등 주관의식과 관련되는 것은 물론인데 대총 조건은 여러 가지 있다. 예를 들어, 돈 얼마정도 벌 수 있는지, 마음에 드는 반려자를 찾을 수 있는지, 남보다 옆친구보다 더 잘살 수 있는지, 부모님을 잘모시하고 효도를 제대로 하는지, 사회적인 명예를 얼마정도 얻을 수 있는지. [[문단]] 내가보니까 돈은 쓸고 싶은정도 벌 수 있으면 되고 잘 생긴 남편과 30대때 결혼하고 아이 두면 정도 낳고 자기 사업이 큰것보다 그냥 스스로 좋아하는 일을 할 수 있으면 된다고 생각하고 뭐 이런 조건을 충족되면 내가 자기 행복한 삶을 살고 있다는 말을 할 수 있다. 더 행복한 삶을 살 수 있도록 노력해야 한다.	3
11	[[문단]] 사람마다 행복한 삶에 대해 다르게 정의한다. 우리 친구들 중에서 매일 즐겁게 지낼 수 있으면 행복을 느끼는 사람도 있고 재물을 많이 모일 수록 더 행복한 사람도 있다. 나는 행복한 삶은 물질적인 조건과 정신적인 조건이 동시에 만족하는 것이라고 생각한다. [[문단]] 행복하게 살기 위해 충족되어야 할 조건은 물질적인 조건과 정신적인 조건으로 나눌 수 있다. 먼저 사람이 일상생활에서 돈이나 자재가 기본적으로 필요한 것이라고 말할 수 있다. 이런 경제적인 여유가 없다면 기초 생활를 지지하는 근원도 획득할 수 없다고 해도 과언이 아니다. 아무리 낙관적인 태도를 가지기로서니 행복하게 살아가는 것도 여간 어렵지 않다. 그리고 물질적인 조건이 필요할 뿐만 아니라 정신적인 조건도 중시하야 한다고 생각한다. 세상에 부자가 많지만 행복한 사람이 그렇게 많지 않은 만큼 경제적인 여유를 누리는 사람 가운데 우울증에 걸리는 경우도 적지 않다. 재산을 넉넉하게 잡은들 재물에 너무 집착한다면 인생의 풍경을 누리지 못하기 때문에 아쉽게 된다. [[문단]] 위에 말한 것과 같이 행복한 삶은 물질적인 조건과 정신적인 조건은 공통하게 구성된고다 생각한다. 한 층면에 비뚤어지고 다른 층면을 무시한다면 행복한 삶을 거둔다고 말할 수 없다. 행복한 삶을 위해 노력하는 이유를 우선 확인해야 한다고 생각한다.	3
41	[[문단]] 사람마다 행복감을 느껴 본 적이 있다. 인간은 누구나 행복하게 살기 원하지만 행복의 정의가 사람이 어떻게 사는냐에 달려 있다. 행복한 삶이란 무엇인가? 답이 많이 있다. [[문단]] 행복한 삶은 가족과 함께 있고 이야기하는 시간이다. 행복한 삶은 친구가 옆에 있는 가운데 자유롭게 노는 시간이다. 행복한 삶은 매일 자기 좋아하는 일을 할 수 있고 충실하게 사는 것이다. 사람들이 행복한 삶의 정의가 많이 많이 있을 뿐더러 생각이 다른다. 내가 생각하는 행복한 삶은 자신의 꿈이 있고 이 꿈을 믿을 뿐만 아니라 꿈을 이루기 위해서 노력하는 것이다. [[문단]] 행복하게 살기 위해서 충족되어야 할 조건도 있다. 이런 조건이 복작하지 않고 사실은 쉽게 이루길 수 있다. 첫째는 생활을 포기하지 않는 생각이다. 우리 생활중에서 항상 여러가지 고난과 시련이 닥치고 있다. 하지만 이런 생활고를 느낀를 포기하지 않고 회망을 버리지 않으면 행복한 삶을 쉽게 받을 수 있다. 둘째는 항상 노력하는 것이다. 아무러 힘든 일이 생긴들 노력해야한 마음을 가지고 자기 힘께로 일을 하면 좋은 결과를 생길 것이고 행복하게 살 수 있다. 셋째, 주변의 있는 사람과 일을 감사한 마음을 가지고 있으면 행복감도 쉽게 받을 수 있다. [[문단]] 행복하게 살기 위해 포기하지 말고 노력하면 좋겠다.	2
36	"[[문단]] 인간은 누구나 행복하게 살고 싶다. 사람에 따라 행복의 기준다 다르다. 왜냐하면 사람의 신간, 돈, 친구, 회사일 등 드르기 때문이다. 그런데 건강의 몸은 행복한 삶의 제일 중요한 조건이다. 건강의 몸이 있어서 우리는 가족이나 친구랑 가깉 살 수 있다. 건강한 몸이 없으면 돈이 많은 들 행복할 수 없것 같다. [[문단]] 건강한 몸거니와 취미도 중요한다. 사람들이 회사일안 집중하면 몸도 힘들고 자신의 생활도 재미없다. 그래서 자신에게 시간을 주고 자유롭게 취미 생활을 하면 몸뿐만아니라 마음까지 다 쉴 수 있다. 또한 가족도 중요한 조건에 하나 있다. 가족들이 화평하면 일을 할 때 더 쉴 것 같다. 그리고 상황 가족이랑 밥 먹거나 대화하면 서로 더 이해할 뿐만아니라 자신의 스트레스도 풀 수 있다. 가족들은 우리가 피곤하는 가운데 계속 도와주는 사람들이기 때문이다. 그래서 내 생각속에 행복한 삶의 조건은 돈만 있는지 아니다. [[문단]] 이와같은 행복한 삶이란 돈뿐만 아니라 품질이 있는 생활, 자유롭게 쓸 수 있는 시간, 평화의 가족들과 건강한 몸이 있는 것이다. 사람들의 행복의 생각 다 다르지만 이와같은 것이 다 있으면 우리의 생활이 더 재미있게 변화할 수 있다. 이것은 ""행북한 삶의 조건'에 대한 나의 견해이다."	2
