	document	label
85	[[문단]] 사람마다 직업의 선택에 대해 자신의 표준이 있다. 저는 적업을 선택할 때 중요하게 여기는 조건은 세 가지이다. 우선 직업을 선택할 때 이 직업은 자신에 대해 잘 어울릴 것이다. 돌째 직업은 얼마 월급이 탈 수가 있는 것을 고려해야 한다. 마지막으로 직업은 어떤 발전하는 것은 저에게 중요한 조건이다. 왜냐하면 자신에 미래가 중요한다고 생각하기 때문이다. [[문단]] 단 세 가지 조건중에서 가장 중요하다고 생각하는 것은 스스로 잘 어울리는 것이 더 중요시단다. 정극적으로 보면 자신은 일을 할 때 흥미가 있어야 자신의 직업이 잘 맞다. 인간의 흥미는 확대하게 일을 하면 일을 잘 완성된다. 그 뿐만아니라 인생도 즐겨운 지날 수 있는 것이다. 만약 지업은 자신에 맞지 않아면 우리의 인생이 안 완만하다고 들었다. 심지어 장시간 푸념하면 건강에 좋지 않다고 말았다. [[문단]] 따라서 우리는 직업이 선택할 때 우선 자신에 잘 맞는지 안 맞는지 신중하게 고려한다. 또한 우리는 자신에 직업은 맞으면 더 열심히 하는 것이다. 그래서 월급이 우려하지 못도 된다. 왜냐하면 인간은 좋은 일을 하면서 돈을 절대로 벌 수 있기 때문이다. 그래서 우리는 직업의 선택하는 조건에 대해 자세히 고려하는 것이 필요가 있다.	2
41	[[문단]] 사람들을 가치관이 다르고 처한 입장도 다르기 때문에 자신의 직업을 선택할 때 조건이 다르다. 그러나 많이들 고려해 보는 조간들 있는데, 보통 가장 먼저 골라야 하는 조간 중 하나가 취향이나 직성, 그리고 앞으로의 발잔가능성 등과 관계된 부분이다. 그 일의 사회적으로 평판 또한 사회적으로 가치관이 떨어지다면 사회적이 문제가 직면할 수 있는 것이 고려해 보지 않을 수 없다. [[문단]] 이 모든 조간이 고려해서 선택하야 한다는 직업을 좋겠지만 그 조간 중 의 한가지만이 골라야 한다는 취양을 제일 우선시해야 하면 좋겠다. 직업을 선택할 때 사회적으로 가지관이 떨어지는 직업이나 사회적이 인장받지 못하는 직업과 직성에 맞는 여부 등 모두 외부적으로 영향이다. 반면에 자신의 스스로 취향에 맞는 것이 외부적인 아닌 바로 나 내부로부터 시작하는 문제이다. 집업을 취향과 맞지 않으면 회사에 다닐 때도 몸에 힘들 뿐만 아니라 자기 내심부터 반감을 표시할 수 있다. 그러나 취향에 맞으면 자기 불안거나 즐기며 살 수 있다. 왜냐하면 자기 좋아하는 집업을 위해 일하고 있다. [[문단]] 따라서 명확하는 조간이 가지고 원하는 직업을 선택하면 좋겠다.	0
16	[[문단]] 대부분은 경제 상황 변화해도 인력 시장 주세의 인기를 돌아지도 기본적인 직업에 대한 조건을 가지고 있다고 할 수 있다. 먼저 나의 적성과 맞고 숨여 있는 잠재력을 기울여 있는 기회등 관련 있다. 다음으로 마음과 몸 여유를 느끼기 위해 자율성과 창으력을 개발시커 주는 조건이다 보수와 복지가 아무리 좋아도 엄격한 분의기에 여러 문제에 직면하기 마련이다. 마지막으로 사회적 평판인데 사회적으로 나의 일을 인정하지 않거나 불도덕성 행위를 행하면 보람과 만족감을 얻기 힘들 것이다. [[문단]] 물런 직업을 선택할 때 모든 조건을 이루면 좋겠지만 하나만 선택하면 적성 맞음을 우선시겠다. 회사 분의기와 사회적 평판라는 문제가 외부 요인을 큰 역할 있기 때문에 딱 나의 원하는대로 이룰 수 없다. 반면에 적성과 잠재력은 나의부터 내부 요인 많이 받는 문제이라 없으면 일하기가 꽤 힘들 것이다. 적성의 맞는 직업을 선택하면 일석이초이라고 생각하다. 적성이 맞으면 나의 생산성을 상승 시킬뿐만 아니라 잠재력을 기올여서 만족감을 느낄하게 된다. 시간의 룰이면서 사회의 인정을 얻을 수 있고 회사 분의기도 변할 있다. 그래서 사람의 인정을 받느니 차라리 현재에 적성의 맞는 무명한 직업을 선택햐야 할거이다. [[문단]] 결론적으로 우리의 모든 직업 조건을 이루기 힘든 사이에 적성과 잠재력의 맞는 직업에 만촉감을 느낄 수 있다고 생각하다. 이것을 뚜려하게 알고 면접 볼 때 성공률도 높아질 수 잇고 남은 조건을 외부 요인의 영향에 따라 이룰 수 있다.	2
53	[[문단]] 사람마다 생각을 다르기 때문에 중요하게 생각하는 조건도 다르다. [[문단]] 내가 가장 중요하게 생각하는 조건 하나가 적성, 취향이다. 좋아하는 환경에서 일하면 기분도 좋고 더 열심히 일하는 열정도 있기 때문이다. 자신에게 안 맞은 직장에서 일하면 자신의 능력을 완전히 발휘할 수 없다. 그래서 가장 중요하게 생각하는 조건은 적성, 취향이다. [[문단]] 두번째는 향후 그 일의 가치다. 향후 그 직업의 가치 떨어지면 많은 사회적인 어려운 문제도 생길 수 있기 때문에 미래 발전 좋아하는 직업을 선택하면 좋겠다. [[문단]] 내가 선택하는 마지막 조건은 지역이다. 우리 점점 커 지면서 우리 부모님을 자주 만날 수 없다. 이거 비하고 싶어서 부모님 계시는 지역에서 일하고 싶다. 한 팀은 자녀들 매년 부모님이랑 만나는 시간에 대해 조사했다. 평군 56시간만 있다. [[문단]] 이상으로 내가 선택하는 세 가지 조건이다. 첫번째는 적성, 취향이다. 두번째는 향후 일의 가치다. 셋번째는 지역이다. 적성, 취향을 왜 다른 조건보다 더 중요하게 생각하는 원인은 자기 취향이 맞은 직업을 선택하고 적성이 맞은 직장을 선택하면 자신에게 열정도 주고 편하게 일할 수 있기 때문이다. 그래서 자신의 원하는 직업을 선택합시다.	0
50	[[문단]] 사람마다 직업 선택의 조건도 다르기 마련이다. 무엇보다도 작성, 경제력, 발전 가능성이 제일 중요한다고 생각한다. 작성은 어떤 일이 자기에게 맞는가에 기준이라고 할 수 있다. 경제력은 어떤 일을 할 때 얼마나 벌 수 있는 것이다. 발전가능성은 어떤 일을 하면 얼마나 유지할 수 있는 것이다. 이 3가지 조건이 제일 중요하다고 생각하는 원인은 다음과 같다. [[문단]] 작성이 없으면 아무리 좋은 직업이라도 하기가 힘들어지고 오래 유지할 수 없는 것이다. 경제력이 없으면 아무리 자기가 좋아하는 직업이라도 결국 형편을 가난해지고 이직하기 마련이다. 앞서는 2가지원인보다 더 중요한 것은 발전가능성이라고 여긴다. 왜냐하면 아무리 작성을 맞고 돈을 많이 벌 수 있는 직업이라고 하더라도 발전가능성이 없다면 조만간 백수가 될 것이다. 발전가능성이 없으면 이 일을 하느니 차라리 다른 직장으로 옮기는 것이 낫다. 작성을 기차의 운전사라고 비유하면 경제력을 기차라고 비유할 수 있다. 발전가능성을 기차를 운전하는 원동력이라고 할 만큼 중요하다. 직업을 선택할 때 이 3가지조건을 다 고려하기는 하는데 발전가능성을 무엇보다도 우선시해야 한다고 생각한다. [[문단]] 직업은 사회 구성원인 우리에게 꼭 필요한 것이다. 직업이 없으면 우리는 이 사회에서 살 수 없을 만큼 중요하니까 직업을 선택할 때 잘 고려해야 한다.	3
40	[[문단]] 직업을 선택할 때 중요하게 생각하는 조건 세 가지는 직성, 취미. 그리고 능력이다. 사람들은 직업을 선택할 때에는 위에 있는 세 가지 조건을 다 생각해야 한다. [[문단]] 그 중에서 가장 중요하다고 생각하는 것은 바로 직성이다. 왜냐하면 한 사람은 그 일에 대한 직성을 맞추면 그 일도 당연히 잘 할 수 있기 때문이다. 직성이 맞으면 그 일에 아무리 관심이 없어도 잘 할 수 있다고 생각한다. 직성은 일할 때 제일 기본적인 조건이다. 우리가 직업을 선택할 때에는 그 일은 자신에 안 맞으면 포기하는 것이 더 낫다고 생각한다. 일을 잘 하고 싶다면 먼저 성격이나 결심은 그 일에 잘 맞아야 하다. 취미나 능력도 중요하지만 직성보다는 우선 생각하는 조건이 아니라고 생각한다. 그 일을 얼마나 좋아하거나 잘해도 직성이 안 맞으면 더 오래 할수 없고 그만두는 생각이 나중에 나올 수도있다. [[문단]] 우리가 잘 발전하고 싶다면 우선 직성이 생각해보고 선택해야 한다. 그 일에 관심이 있어도 직성이 많이 안 맞으면 그냥 취미로 하는것이 더 낫다고생각한다. 우리가 능력이 얼마나 좋아도 직성이 안 맞은 일을 못 할 수도 있다. 그러므로 직업을 선택할 때에는 우선 직성을 생각해보고 나머지 취미나 능력을 그냥 참고하면 좋다고 생각한다.	3
63	[[문단]] 우리 청소년은 학교에 졸업한 후에 다 사회에 들어가고 직업을 선택해야 한다. 직업의 선택하는 것을 중요하게 생각하는 조건이 있다 [[문단]] 첫번째 우리는 자기의 취향과 성격에 따라서 직업을 선택해야 한다 왜냐하면 자기의 취향을 맞지 않는 직업을 선택하면, 설령 열심히 노력하더라도 앞으로 그 열정이 사라질 수 있다 다음으로 앞으로 발전할 수 있는 직업을 선택해야 한다. 자기의 미래 위하여 지속적인 직업을 선택하면 향후 도 편하게 살 수 있다. 마지막의 조건은 바로 돈이 많이 벌인 직업을 선택한다 [[문단]] 저는 그 중에가장 중요하다고 생각은 자기의 취미에 따라서 선택하는 것은 여기다. [[문단]] 왜냐하면 사람의 성격 바로 좋아하는 일을 할 것이다. 만약에 적성하지 않는 직업을 선택하면, 향후 그 열정이 점점 깜빡할 수 있고 그 일을 하는 동기도 사라질 수 있다. [[문단]] 그래서 대학교 전공을선택처럼 직업도 자기의 취미에 따라 선택하면, 그 열정을 앞으로 감소하는 것아니라 증가해질 수 있다. 또한 이 조건으로 일할 때 남보다 더 집중할 수 있다. 그 분야의 자잼력이 있고 계속 연구하면 실력이 더 강해질 수 있다. [[문단]] 자기 원하는 것을 하면 좋겠고 취향에 따라 선택해 다른 조건보다 더 중요시하는 것이다.	1
52	[[문단]] 사람마다 생각이 다르지만 보통적으로 사람들이 직업을 선택할 때 중요하게 생각하는 조건은 세 기지 있다. 개인적인 취미와 취향, 경제적인 수입 그리고 사회적 평판이다. [[문단]] 그 중에서 가장 중요하다고 생각하는 것은 바로 개인의 취미와 취향이다. 경제적인 수입과 사회적 평판은 생활의 수준과 정신적인 영향을 깊게 미치고 있지만 본인 선택한 직업은 개인의 취향과 맞지 않는다면 더 심각한 문제를 생길 수 있다. [[문단]] 선택한 직업은 본인의 취향을 맞지 않고 급하고 즐겁게 하고 싶은 마음이 없으면 일상생활 까지 부담이 될 수 있다. 직겁은 인생중 중요한 부분만큼 심중하게 결정해야 한다. [[문단]] 취미와 맞지 않지만 경제적 수입이 많는 경우가 있다. 지금 이 순간에 생각하면 수입 좋은 직업은 좋긴 좋은데 좀 길게 보면 이 직업이 개인의 취향 아니라서 결국 부담이 되는 경우 도 쉽게 예상할 수 있다. 마음 부터 행복한 느낌이 느낄 수 없으면 경제적인 수입이 느낄 수 없으면 경제적인 수입이 아무리 많아도 외로가 될 수 없다는 말이다. 그지만 사회적 평판이 아무래 좋아도 좋아하지 않은 일이 포기하는 것을 당연이다. 반대로 진심으로 즐기고 행복감을 갖지고 있는 일을 하면 사회적 인지와 이해를 받지 못해도 끝 까지 할 수 있다. [[문단]] 직업 선택은 여러 가지 조건을 고려해야 하는만큼 잘 생각하고 자신이 좋아하는 직업을 선택하는 것이 최고의 선택이다.	2
15	[[문단]] 우리의 생활에서 가장 중요한 부분 중에는 직업이 하나이니만큼 직업을 선택이 있을 때 신중하게 골라야 한다. 사람마다 직업에 대한 관념이 다르기 때문에 고려해야 하는 조건도 다르고 다양하다. [[문단]] 수많은 조건 중에 적성을 우선시해야 한다고 생각한다. 왜냐하면 적성에 맞추는 직업이 선택하면 일할 때 취미로 삼을 수 있고 성과를 더 쉽게 만들 수 있기 때문이다. 자신이 잘 할 수 있는 것이 직업으로 하면 만족감도 느낄 수 있다. 그리고 사회 시장성이 중요시하는 조건이다. 사회 시장성이 있어야 미래 발전을 확보할 수 있다. 또한 월금도 등한시하면 안 된다. 시회가 끊임없이 발전하면서 물가도 올리는 만큼 자급자족하는 데에 월금이 불족하면 생활이 어려워질 수도 있다. 마지막으로 사회적 평가가 중요한 조건 인데 한 직업이 사회에서 평가가 나쁘면 하는 사람이 다른 사람들로부터 이상하 시선을 받을 수도 있다. [[문단]] 여러 조건이 다 고려해야 하지만 적성이 제일 중요한 조건이라고 생각한다. 아무리 돈을 많이 벌 수 있는 직업이라도 직업을 즐길 수 없으면 행복감을 느끼는 것이 어렵다. 사람의 인생에서 대부분의 시간이 직업과 상관있어서 함부로 선택하면 안 된다. [[문단]] 신중을 기하게 여러 조건을 고려한 후에 자신의 직업을 결정하는 것이 성속한 사람이 꼭 해야 하는 선택이다.	3
87	[[문단]] 직업 선택하는 것은 사회인으로서 첫단계를 끼우는데 우리의 평생에도 중요한 부분이기때문에 직업 선택 시 중요시해야 하는 것이 많다. 사람마다 가치관에 따라 각자 고려하는 조건도 다른데 일반적으로 많이 고려하는 것이 있다. 그 중 하나가 자신의 개인적인 취향이나 이 분야에 대해 관심이 얼마나 갖추느냐 달려 있다. 이런것은 일을 사작하는 동기와 일을 꾸준히 하는 결심 같은 존재인 것 같다. 그리고 전공 분약에 얼마나 맞는 것도 중요하는데 자가 습득한 전공 지식을 촤다한한 활욜할수록 전공 분야의 직업을 선택하면 개인의 가치를 더 쉽개 나타나거니와 자신의 보람과 만족을 받을 수 있다. 또한 직업 선택할 때 향후 개인적인 발전가능성도 많이 중요시해야 한다. 누구나 더 높은 지위를 끊임없이 추구하고 싶을만큼 직업의 승진가능성은 사람들이 직업 선택을 좌우할 수 있는 고려하는 것이다. [[문단]] 그 중에서 가장 중요하다고 생각하는 조건 한 가지만 골라야 하면 아무래도 개인의 취향을 우선시한다. 취향에 안 맞으면 일하는 것이 단조로운 일이 되고 이 분야에서 탁월한 성공을 받기도 어려운 것 같을 뿐만 아니라 자신에 가치을 잘 발굴하지 못한다. 따라서 직겁 선택할 때 개인의 휘향에 맞는 것을 중요시해야 한다.	2
