	document	label
4066	[[문단]] 사람마다 생각하는 성공이란 것이 비슷하지 얂다. 이것은 우리의 출발선도 비슷하지 않기 때문이다. 많은 사람은 돈과 지위를 구하는데 나의 눈에 이런 것은 성공의 기준이 아니다. 내가 생각하는 성공은 행복한 생활이다. [[문단]] 행복하게 생활하는 것이 간단하지 얂다. 먼저 자신의 취향을 양성해야 한다. 왜냐하면 사람이 부자로 됐는데 자신이 싫어한 일을 하면 행복감을 느낄 수가 없기 때문이다. 그러서 우리는 자신의 꿈꾸는 생활을 갖기 위해 자신의 취향이란 몸이 담기만한 일을 찾아야 한다. 또한, 행복하게 생활하기 위해 노력이 필요한다. 세상에는 힘과 노력을 투입하지 않게 받을 수 있는 성공이 없다. 아무 일을 할 때 노력이 가장 중요한 요소들중에 하나이다. 행복한 생활을 이루기 위해 넓은 마음도 없으면 안 된다. 취향과 노력은 자신의 정성을 조전하는 요소지만 넓은 마음은 우리가 객관적인 환경을 임할 때 좋은 태도이다. 사람은 실패를 할 때 항상 주변의 문제를 잡고 불만하게 화를 내는 것 같다. 하지만 다른 각도에 서면 환경은 실패의 가장 요인이 아니다. 나쁜환경의 성장하는 성공 인물도 많이 있다. 그러서 나쁜 환경에 벗어나고 행복한 생활을 이루기 위해 넓은 마음으로 현태를 보는 것을 배워야 한다. 행복하게 생활하는 것이 쉽지 않지만 전확한 방법을 찾으면 꼭 꿈꾸는 생활이 될 수 있다.	2
4067	[[문단]] 요즘에는 현대인들은 높아지는 경쟁력으로 인해 성공하는 게 어려워지고 있다. 그래서 우리는 반드시 성공할 수 있는 비결을 찾아야 하고 나서 성공을 이룬다. [[문단]] 사람마다 평가 기준이 다르므로 성공의 정의에 대한 생각이 다르다. 솔직히 말하면 성공이란 게 쉽게 거둘 수 있는 것이 아니다. 많은 사람들은 노력하면 성공할 수 있다는 생각이 가지고 있다. 노력만 있다면 성공할 수 있다는 게 편견이다. 예를 들면, 축구 선수는 운동 신경은 발달하기 때문에 축구를 잘 치지만 예술 재능이 없으므로 연주가가 되기 어렵다. 그래서 성공이란 제 자신의 경우에 맞고 원하는 것을 이루는 것이다. [[문단]] 성공하기 위한 조건이 여러가지 있다. 우선, 자신이 성공하고 싶은 일에 대한 취미가 있어야 한다. '취미는 가장 좋은 선생님이다.'라는 말이 있다. 취미 있으면 그 일에 대해 무한 동력이 생길 수 있다. 그다음에는, 패배감이나 어려움을 당할 때 반드시 버텨야 한다. 쉽게 포기하는 사람은 성공을 이루기 힘들기 때문이다. 다음으로, 자신감을 가져야 한다. 자신이 자신에게 믿음을 주기 얂다면 남은 당신을 믿기 어렵다. 마지막으로, 노력을 해야 한다. 세상에 무료 물건은 없다. 성공도 같다. 성공을 못 하는 것은 민망한 일이 아니다. 성공하고 싶지만 노력하지 않은 사람이 진정한 실패자이다. 노력을 기울이지 않으면 반드시 성공하지 못하기 때문이다. [[문단]] 성공하려면 비결을 잘 생각해야 한다.	2
4068	[[문단]] 이 세상에서 성공을 원하지 않은 사람이 아무도 없다. 누구나 성공하기 바란다. 그런데 성공이란 무엇인가? 사람다다 대답이 다르다. 부, 명예 지위등을 가지면 성공한다는 사람도 있을 것이다. [[문단]] 내가 생각하는 성공은 조금 다르다. 내가 생각하는 성공은 자기 좋아하는 일을 하면서 즐기고 있는 것이다. 이런 사람은 누가 봐도 성공한 사람이 아닐까? [[문단]] 쉽게 보이지만 그것을 이루기 위해 많은 노력이 필요하다. 먼저 자기 좋아하는 일이 무엇인지 정확하게 알아야 한다. 현대 사회에서 직장인들이 바쁘고 힘들어서 자신이 무엇을 좋아하는 것도 잘 모른다. 그리고 자기 하고 있는 일을 좋아하지 않아도 돈, 지위, 명예등 때문에 계속 하는 사람도 종종 볼 수 있다. 이런한 사람들은 도대채 일을 즐길 수 있을까? [[문단]] 돈, 명예, 지위같은 것이 아무리 중요해도 기분과 마음을 챙겨야 한다. 성공이라는 정의가 사람마다 다르지만 자기의 만족감과 행복감을 느낄 수 있으면 그거 바로 성공이다. 그래서 좋아하는 일을 하면서 즐기고 있다는 것이 내가 생각하는 성공이다. [[문단]] 여러분이 모두 자기 생각하는 성공을 할 수 있기 바란다. 만족감과 행복감을 가지고 있으면 좋겠다. 성공을 위해서 노력하자.	2
4069	[[문단]] 사람마다 성공에 대한 인식이 다르다. 어떤 사람은 부를 이루는 것을 성공으로 생각하고 또 어떤 사람은 지위를 오르거나 명예를 거두는 것에 성공을 이룬다고 생각한다. 그런데 내가 생각하는 성공은 여기에 없다. 어떤 일을 할 때 마지막으로 얻는 결과물만 중시하면 그 일을 진행하는 과정에 느끼는 의미를 잃을 수도 있다고 생각한다. [[문단]] 이런 성공을 이루기 위해 결과물만 중시하는 생각중에 벗어나야 한다. 결과물만 있는 성공은 허무한 성공이라도 할 수 있다. 그것만 중시하면 어떤 일을 시작할 때 처음에 가지고 있는 인식과 생각을 잃을 수 있고 심지어 자아를 잃어버린 경우도 적지 않다. 무엇보다 일을 하는 과정에 무엇을 배운지 무엇을 느낀지 매우 중요하다. 이 과정애 자신을 개발 할 수 있는 가치는 가장 아름다운 성공으로 보인다. 또한 결과물만 중시한면 성공을 이루는 길이 더 길게 된다. 어떤 일을 완성할 때까지 많은 시간과 힘이 필요하다. 결과물을 기다리는 동안 이미 성공을 농쳤다. [[문단]] 그래서 내가 생각하는 성공의 기준은 어떤 일의 과정에 자신의 능력을 발휘하고 가치를 실현할 수 있다는 것이다. 너무 오래 기다리지 않고 또한 그 순간마다 놓치지 않고 우리 인생의 매일 매일에도 의미 있게 열심히 살아가야 하는 것이다.	3
4070	[[문단]] 우리 생활하는 사회중에서 성공을 원하지 않는 사람들이 없다. 사람마다 추구하는 성공도 거의 비슷하지 않다. 돈을 좋아하는 사람들은 돈을 많이 벌면 성공이라고 생각하며 성적이 높이 얻고 싶은 학생은 일등하면 성공하다고 생각한다. 내가 생각하는 성공이란 성공하기 위해서는 그 동안 피땀이 날 정도로 노력한 과정이다. [[문단]] 다른 계단은 성공을 위한 목표도 같지 않다. 그러데 얼마나 목적지가 다른들 우리 기대하는 결과가 이루기 위해서 노력한 과정이 다름이 없다. 과정 가운데 가정 필요한 것이 포기하지 않는 마음이다. 얼마나 산 넘어 산이라는 어려움을 겪어도 절대로 포기하지 않다. 데다가 그 과정을 경험할 때는 즐거운 기본을 보유해야 한다. [[문단]] 어떤 일이 계속하는 결심이 있으면 성공할 수 있는 기회도 많은 것 같다. 왜냐하면, 만약게 어려움을 경험할 때마다 포기하다면 완성하는 일이 하나도 없을 것이다. 얼마나 어려움이 심해도 포기없이 노력하면 드디어 완하는 결과 올 것이다. 또한 즐거운 기본과 같이 일을 하다면 스트레스도 느낄 수 없을 뿐만 아니라 그 일을 하는 시간도 생각보다 짧아질 수 있기 때문이다. 그래서 성공중에서 제일 중요한 일은 성공한 결과 아니라 그 과정이 성공의 비결이라고 생각한다.	2
4071	[[문단]] 사람에 따라 성공의 정의가 다르다고 생각하다. 그렇지만 사람마다 마음에서 성공에 대한 노력한 목표와 한계가 있다고 생각하다. 그래서 나는 성공이란 앞으로 만족한 생활과 부모님 모시고 세계 여행으로 가는 것이다. 유학생으로써 대부분 비용이 부모님이 주는 것이다. 그래서 앞으로 부모님을 포답하기 위해서 유학 동안 공부를 열심히 하고 유학 생활을 풍족하게 사는다. [[문단]] 그것을 이루기 위해서 다른 학생보다 더 많이 시간과 노력을 투자해야 하는데 효과적인 결과가 보일 수 있으면 좋겠다. 효과적인 결과를 위해서 효율적인 시간 관리는 학습의 성패를 가른다. 모두에게 동일하게 주어진 시간을 효울적으로 활용하는 방법을 터득하면 학습 능율을 올릴 수 있을 것이다. 시간을 효율적으로 활용하기 위해서 우선 학습 계획을 꼼꼼히 세워야 한다. 계확에 맞춰 학습량과 학습 방법, 학습 시간을 결정하는 것이 공부의 시각이다. 그래서 이렇게 열심히 공부하면 나는 50% 성공되다. [[문단]] 나는 성공은 다른 사람보다 작게 보이다. 왜냐하면 어렸을 때부터 부모님은 나에게 많이 고생했기 때문이다. 부모님께서 행복한 생활을 제공하고 싶으니까 꽤 열심히 해야 한다. [[문단]] 성공은 크든지 작든지 상관없어서 성공한 마음이 가지고 있느냐에 달려 있다. 그래서 아무것 성공에 대해 열심히 하겠다.	0
4072	[[문단]] 이 세상에서 서공을 원하는 사람이 곳곳에서 많다. 서공을 이루기 위해서 치식을 많이 습득하고, 자기개발도 하고 다른 사람하고 경쟁하고 다양한 고남을 겪었다. 그러나 성공이 사람마다 다른 의미를 가지고 있다. [[문단]] 내가 생각하는 성공이 공강허게 살고 있는 것이다. 사람이 이 세상에서 70대나 80대까지 공강하게 사는 것이 별고 쉅는 일이 아닌대문니다. 내가 2008년에 중국 사천성에세 제일 큰 지진을 겪었다. 그 당시에 고등 3년생이였서 항상 평시에 인사를 하고나 볼 수 있는 사람이 그 지진 후에 한 번도 못 봤다. 그 때는 내가 이 세상에 돈이나 집이나 이러 것도 중요하지 말고 나의 생명이 제일 비싼 것, 잘 공강하게 살아 가는 것이 제 성공이다고 생각했다. [[문단]] 현대 사람들이 50대, 60대까지 돈이나 사회의 위치를 추구하고 있다. 50대하고 60대가 돈도 많고 사회 위치도 있는 것을 30대가 그 뒤에 따라간다. 그러나 마자막으로 돈이 있을 때 나이가 많아져서 행복해? 내가 그 성공을 이루기 위해 필요한 것은 공강하게 사는 것하고 기분하고 마음이 좋거나 근정적으로 일을 추구하는 것이다. 결과가 좋지 않아도 웃고 살고 있는 것이다. [[문단]] '그 이유는 무엇인가?' 물어 주면 '시험 쓰기 때문에 이런 생각을 쓰면 아마 선생님의 동감을 거둘 수 있을 것이다. 그 실제로 성공하는 필요한 것이 '노력 노력 노력'이라는 것이다.	1
4073	[[문단]] 성공이 무엇이라고 생각하십니까? 사람마다 정의가 다른 것 같다. 혹시 대회사 사장님을 됐는 것 성공이나, 자신이 좋아하는 아이돌과 결혼했는 것 성공이나 또 유면한 대학교에 교수님을 됐는 것 성공이앋. 내가 생각하는 성공이란 개인적인 성공과 사회적인 성공을 두가지 있다. 간단히 설명하면 성공은 개인 행복을 만족거나 사회에 지위를 취득하는 것이다. [[문단]] 그것을 이루기위해 필요한 것은 내외 조건이 다 필요하다. 처음은 개인석인 성공든지 사회적인 성공든지 자신이 농력하는 것이 중요하다. 왜냐하면 세상에 무료 점심은 없다고 색각한다. 어든 사람은 성공하려면 실패때거나 간난때 건험을 있다. 그때는 개인 성격이나 품성을 중요한 역알이 생긴다. 또한 효율적인 시간 관리는 성공의 이루기를 가근다. 시간을 효율적으로 이용하련면 우선 성공 계획을 꼼꼼히 세워야 한다. 다음은 사회 한견도 중요하다. 영웅은 마땅한 사회 한견을 등장한다. 우리 생활 중에서 그사람을 계기가 잡아서 성공이 이뤘다. 그리고 정의와 공편의 사회 한견은 어든 사람도 서로 적용적인 경재할 수 있다.	0
4074	[[문단]] 내가 생각하는 성공이란은 꿈을 이루할 수 있을 뿐만 아니라 하고 싶은 일을 시작한다면 마지막에는 예상한 결과는 생기면 성공이라고 생각한다. 왜냐하면 초기에 비교에 대해 능력을 향상하고 일은 성취 정도을 달리면 성공이라고 생각하기 때문이다. [[문단]] 성공을 이루기 위해 필요한 것은 지속하게 노력일 뿐만 아니라 도전이 항상 가지고 있는 것이다. 왜냐하면 일부분 사람들은 재능을 매우 뛰어나지만 노력하지 않으면 보통한 사람들은 초과할 수 있기 때문이다. 보통한 사람들은 재능을 뛰어나진 사실을 인지함으로써 생활과 직업중에서 일을 할 때 뛰어난 사람보다 더 열심히 한다면 그 결과에는 비슷한 능력이 보인다. 또한 도전은 사람들에게 중요한 관점이다. 대부분 사람들은 지속하게 노력도 하고 뛰어난 능력도 가지고 있지만 실패를 미치면 다 포기한다고 결정한다. 이렇게 하면 왕만한 결과를 커득하지 않는다. 자신의 자신감을 없어 진다. 그러나 도전이 가지고 있으면 다시 실패한 요인을 찾아고 효과적으로 계획을 안배하면 다시 도전하므로 성공을 습득할 수 있는다. 문제를 생기면 포기한다고 생각하지 말고 정신을 자려고 도전이 가지고 해결된다. [[문단]] 사람에 따라서 성공에 대한 인지도 달른다. 그러나 각양각세의 성공이 사람들은 계획한 결과거나 예상한 결과를 생기면 성공이라고 생각한다. 이것은 본정적인 성공이다.	0
4075	[[문단]] 사람마다 생각하는 성공을 다르다. 내가 생각하는 성공은 다른 사람의 눈칫을 볼 필요없이 자기가 하고싶은 일 다 할 수 있는 것이 나의 성공이다. 그래서 성공을 한 목표인 것 같다. [[문단]] 나의 목표를 완성하면 성공이다. 그럼 성공하기 위해서 우선 자기가 노력해야 한다. [[문단]] 우리가 성공의 중점에 갈 때까지 과정에서 기회를 얻을 수도 있고 도움을 받을 수도 있지만 최중은 자기의 노력을 필요하다. 자기가 노력하자 않으면 다른 사람은 너를 대신해서 너만 위해 일이하는 것이 없다. 자기의 성공을 자기를 지켜야 한다. [[문단]] 또 혼자만 계속 노력하고 다른 것에 대해 관심이 하나도 없어도 안 되다. 혼자만 노력하면 너무 힘들기도 하고 능력이 부족하면 길을 잘 못 선택할 수도 있다. 그래서 우리기 기회를 잡아야 한다. 주변 사람들이랑 서로 도와 주면서 같이 성장할 수 있다. 기회를 잡고 도움을 받아서 우리가 성공까지 가기 전에 정도 받는다. [[문단]] 그러도 성공을 얻고 싶으면 어려움이 생각 보다 더 많이 생길 것이다. 어런 때에 절대 포기하면 안 된다. 성공까지 도착하기 전에 포기하면 그 전에 노력했던 것은 다 의미가 없어 진다. 이렇게 하면 차라리 시작하지 않은 것이 더 좋다. [[문단]] 인생이 긴지 않아서 우리가 다들 성공하면 좋겠다.	0
