	document	label
87	[[문단]] 직업 선택하는 것은 사회인으로서 첫단계를 끼우는데 우리의 평생에도 중요한 부분이기때문에 직업 선택 시 중요시해야 하는 것이 많다. 사람마다 가치관에 따라 각자 고려하는 조건도 다른데 일반적으로 많이 고려하는 것이 있다. 그 중 하나가 자신의 개인적인 취향이나 이 분야에 대해 관심이 얼마나 갖추느냐 달려 있다. 이런것은 일을 사작하는 동기와 일을 꾸준히 하는 결심 같은 존재인 것 같다. 그리고 전공 분약에 얼마나 맞는 것도 중요하는데 자가 습득한 전공 지식을 촤다한한 활욜할수록 전공 분야의 직업을 선택하면 개인의 가치를 더 쉽개 나타나거니와 자신의 보람과 만족을 받을 수 있다. 또한 직업 선택할 때 향후 개인적인 발전가능성도 많이 중요시해야 한다. 누구나 더 높은 지위를 끊임없이 추구하고 싶을만큼 직업의 승진가능성은 사람들이 직업 선택을 좌우할 수 있는 고려하는 것이다. [[문단]] 그 중에서 가장 중요하다고 생각하는 조건 한 가지만 골라야 하면 아무래도 개인의 취향을 우선시한다. 취향에 안 맞으면 일하는 것이 단조로운 일이 되고 이 분야에서 탁월한 성공을 받기도 어려운 것 같을 뿐만 아니라 자신에 가치을 잘 발굴하지 못한다. 따라서 직겁 선택할 때 개인의 휘향에 맞는 것을 중요시해야 한다.	2
47	[[문단]] 다른 사람은 직업을 선택할 때 중요하게 생각하는 조건을 다른 것이 당양하다. 저는 중요하게 생각하는 조건 세 가지를 선택하면 개인 취미와 발전적, 사회 평가 등 제일 중요하다. 취미는 제일 좋은 선생님이라고 말하므로 직업을 선택한 후에 자신의 발전의죄고 동기이다. 개인 직업 생애 결과는 만족하나 말거나 작용성이 중요하다고 생각한다. 그때 자신의 발전적인 반단을 요인이다. 그리고 우리는 직업을 사회 평가 높이 따라서 우리의 개인 가치도 높아져다. [[문단]] 그 중에서 가장 중요하다고 생각하는 것은 취미이다. 우리 학생 시대는 각각 학과 죄고 선적 취득하는 학생을 보통 그것이 쥐미있다. 직업이 학업을 마찬가지다. 우리는 그 일에게 취미 새기면 자신의 존재 능력이 더 발워할 수 있다. 그리고 직업 생활이 경재력이 높고 사사거거 일이 하는데 스트레스가 쌓을 수 있다. 우리는 좋아하는 직업을 선택하면 힘들지 않다고 생각한다.	0
14	[[문단]] 직업을 선택할 때 중요하게 생각하는 조건은 3까지정도 있다고 생각한다. 먼저 이 직업이 자신의 정성을 잘 맞아야 향우 더 좋은 발전을 전망할 수 있다. 그 다음으로 이 직업이 사회도덕을 잘 지키는 여부에 따라 다른다. 마지막으로 이 직업에 연봉을 자신 소비수준을 잘 맞춰야 헌택할 반한 직업이다. [[문단]] 그 중에서 무엇보다 적성야 말로 제일 중요시하다고 생각한다. 왜냐면 일의 결과를 결정하는 요소가 내면적인 요인과 외면적인 요인가 있기 때문이다. 벌 수 있는 돈 많고, 적다는 것은 다 외인이다. 자신을 의하여 편하시킬 수 있는 것이다. 그러나 내인야 말로 이 일을 잘 하 수 있는지에 뒤흔들이는 요소이라고 생각한다. 가령 이 직업의 적성가 저에게 완전히 맞아떨어진다면 저는 죄선을 다해서 좋은 결과을 얻을 려고 들면 최선을 다할것이다. 적정을 잘 맞기 때문에 저는 동력도 생기고 저 개인적한테 뿐만 아니라 회사에게도 좋은 영향을 가져올 수 있다. 그러나 만약에 적성을 잘 안맞아서, 돈을 어마어마 많다손치더라도 아무 소용도 없다고 생각한다. 설상가상으로 동력이없기 때문에 일을 대총대총하다가 실직되는 말했다. [[문단]] 따라서 직업을 선택할 때 적성야 말로 우선시해야 하는 조건이라고 생각한다. 적성은 일을 잘 할 수 있는 원동력이다.	2
6	[[문단]] 요새 중국에 대학교에서 학업그만두고 떠나간 학생은 많아지고 있다. 이런 학생들은 대학교에서 배운 지식이나 과정은 나중에 생활중에서 큰 도움을 될 수가 없다고 생각한다. '대학교에서 배운 것이 미친영향을 받을수있지만 이런지식을배워도 돈을 벌기가 어렵다.' [[문단]] 지금 생각해도 4년대학교 졸업하면 내가 돈 벌기가어렵다. 그래서 여러분 직업을 선택할때 무슨 조건이 있을가? [[문단]] 내 생각은 직업 선택할때돈 취미 시간 세까지 차직한다. [[문단]] 돈은 물론이고 취미가 없으면 아무리 편한 일도 오랫동안 다닐수 없다. 어떤 업무가 다니면 10년동안 집에 갈수 없으면 돈 많이 벌어도 절대 안다닌다. [[문단]] 이 세까지 조건중에 내 생각하는 재일 중요하는것은 바로 취미다. 돈도 중요하지만 자신에 딱 맞는 직업이 다니면 아무리 힘든것도 극복할수있고 즐거운 생활은 보낼수있을 것이다.	0
2	[[문단]] 직업을 선택할 때 사람마다 가치관을 다르기 때문에 중요하게 생각하는 조건도 다르다. 일반적인 개인의 정선과 취향, 앞으로의 발전 가능성과 이 직업에 대한 사회 편판이다. 이 새 가지 조건은 중요기가 중요지만 내 생각 중에 가장 중요하는 것은 바로 자기 마음의 선택이다. [[문단]] 중국에서 다음과 같은 경우가 종종 있다. 대부분의 대학생들이 졸업한 후에 취집하기 힘들다. 그때 부모님들이 아이들은 대신에 일자리를 구하고 나서 자식들을 그 일자리에 보낸다. 그런데 대부분 자식들은 부모님의 결정을 좋아하면 좋아하련마는 그런지 못하고 좋아하지 않아도 침고 그 자리에 들인다. 자신에 정선과 취향을 어긋나서 행복감도 낮은 편이다. 반면 스스로 일자리 찾은 사람들이 처음에 보통 힘들다. 그런데 아무리 힘들지라도 자기 마음에 드는 일자리인만큼 행복하게 일할 수 있다. 모든 일이 마음 먹기 나름이라는 말처럼 행복하게 일하면 해견서 일하는 것을 성공의 비귤이 더 높다. [[문단]] 우리 삶은 속에 가장 중요한 부분은 지업이다. 그렇다면 우리가 취집할 때 코앞에 있는 경우뿐만아니라 미래 생활중에 미치는 느낌도 고려해야 한다. 자신의 마음이 따라서 자기 원하는 일을 선택하면 진정한 행복감을 받을 수 있도록 여거본도 신중을 기해야 한다.	3
40	[[문단]] 직업을 선택할 때 중요하게 생각하는 조건 세 가지는 직성, 취미. 그리고 능력이다. 사람들은 직업을 선택할 때에는 위에 있는 세 가지 조건을 다 생각해야 한다. [[문단]] 그 중에서 가장 중요하다고 생각하는 것은 바로 직성이다. 왜냐하면 한 사람은 그 일에 대한 직성을 맞추면 그 일도 당연히 잘 할 수 있기 때문이다. 직성이 맞으면 그 일에 아무리 관심이 없어도 잘 할 수 있다고 생각한다. 직성은 일할 때 제일 기본적인 조건이다. 우리가 직업을 선택할 때에는 그 일은 자신에 안 맞으면 포기하는 것이 더 낫다고 생각한다. 일을 잘 하고 싶다면 먼저 성격이나 결심은 그 일에 잘 맞아야 하다. 취미나 능력도 중요하지만 직성보다는 우선 생각하는 조건이 아니라고 생각한다. 그 일을 얼마나 좋아하거나 잘해도 직성이 안 맞으면 더 오래 할수 없고 그만두는 생각이 나중에 나올 수도있다. [[문단]] 우리가 잘 발전하고 싶다면 우선 직성이 생각해보고 선택해야 한다. 그 일에 관심이 있어도 직성이 많이 안 맞으면 그냥 취미로 하는것이 더 낫다고생각한다. 우리가 능력이 얼마나 좋아도 직성이 안 맞은 일을 못 할 수도 있다. 그러므로 직업을 선택할 때에는 우선 직성을 생각해보고 나머지 취미나 능력을 그냥 참고하면 좋다고 생각한다.	3
58	[[문단]] 직업을 선택할 때 중요하게 생각하는 조건은 세 가지이다. 우선은 월금이고 다음은 자기 좋아하는 직업이 인지 아닌지 마지막은 직업 전망이다. [[문단]] 살아가면서 모두 것은 다 마음에 든은 것이 아니다. 직업을 선택할 때도 마찬까지이다. 나중에 미래는 물론이고 가족과 생활도 고려해야 한다. 그래서 저는 직업 전망은 제일 중요한 것으로 생각한다. 왜냐하면 경제는 빠르게 발전하고 있으면 경제위기로 인해 실업한 경우가 많다. 월금이나 복지만 강조한 생각하면 실업한 환율이 높아질 수 있다. 또한 직업 전망이 중요한다고 생각하는 원인은 다른 조건보다 미래를 보장할 수 있기 때문이다. 한 직업을 시작하면 꾸준히 해야 한다고 색각한다. 그렇게 그직업을 깊게 알 술 있다. 또한 직업 전망이 좋으면 더 자신감이나 편안한 느낌을 가지고 일을 한다. 옛날에 한미디가 이다. 물고기를 주는것 보다 낚시법을 가르치는 것 더 좋다. 그러므로 직업전망이 좋은게 직업을 선택할 때 꼭 생각해야 한다고 생각한다. 더 구체적으로 말하면 전망이 좋으면 월금이나 일자리를 보장된 경우는 일이 더 잘할 수 있다고 생각한다. 일자리를 보장해서 월금이나 조건을 스스로 잘 된다. 그러므로 직업 전망은 직업을 선탁할 때 먼저 생각해야 한 것으로 생각한다.	1
52	[[문단]] 사람마다 생각이 다르지만 보통적으로 사람들이 직업을 선택할 때 중요하게 생각하는 조건은 세 기지 있다. 개인적인 취미와 취향, 경제적인 수입 그리고 사회적 평판이다. [[문단]] 그 중에서 가장 중요하다고 생각하는 것은 바로 개인의 취미와 취향이다. 경제적인 수입과 사회적 평판은 생활의 수준과 정신적인 영향을 깊게 미치고 있지만 본인 선택한 직업은 개인의 취향과 맞지 않는다면 더 심각한 문제를 생길 수 있다. [[문단]] 선택한 직업은 본인의 취향을 맞지 않고 급하고 즐겁게 하고 싶은 마음이 없으면 일상생활 까지 부담이 될 수 있다. 직겁은 인생중 중요한 부분만큼 심중하게 결정해야 한다. [[문단]] 취미와 맞지 않지만 경제적 수입이 많는 경우가 있다. 지금 이 순간에 생각하면 수입 좋은 직업은 좋긴 좋은데 좀 길게 보면 이 직업이 개인의 취향 아니라서 결국 부담이 되는 경우 도 쉽게 예상할 수 있다. 마음 부터 행복한 느낌이 느낄 수 없으면 경제적인 수입이 느낄 수 없으면 경제적인 수입이 아무리 많아도 외로가 될 수 없다는 말이다. 그지만 사회적 평판이 아무래 좋아도 좋아하지 않은 일이 포기하는 것을 당연이다. 반대로 진심으로 즐기고 행복감을 갖지고 있는 일을 하면 사회적 인지와 이해를 받지 못해도 끝 까지 할 수 있다. [[문단]] 직업 선택은 여러 가지 조건을 고려해야 하는만큼 잘 생각하고 자신이 좋아하는 직업을 선택하는 것이 최고의 선택이다.	2
15	[[문단]] 우리의 생활에서 가장 중요한 부분 중에는 직업이 하나이니만큼 직업을 선택이 있을 때 신중하게 골라야 한다. 사람마다 직업에 대한 관념이 다르기 때문에 고려해야 하는 조건도 다르고 다양하다. [[문단]] 수많은 조건 중에 적성을 우선시해야 한다고 생각한다. 왜냐하면 적성에 맞추는 직업이 선택하면 일할 때 취미로 삼을 수 있고 성과를 더 쉽게 만들 수 있기 때문이다. 자신이 잘 할 수 있는 것이 직업으로 하면 만족감도 느낄 수 있다. 그리고 사회 시장성이 중요시하는 조건이다. 사회 시장성이 있어야 미래 발전을 확보할 수 있다. 또한 월금도 등한시하면 안 된다. 시회가 끊임없이 발전하면서 물가도 올리는 만큼 자급자족하는 데에 월금이 불족하면 생활이 어려워질 수도 있다. 마지막으로 사회적 평가가 중요한 조건 인데 한 직업이 사회에서 평가가 나쁘면 하는 사람이 다른 사람들로부터 이상하 시선을 받을 수도 있다. [[문단]] 여러 조건이 다 고려해야 하지만 적성이 제일 중요한 조건이라고 생각한다. 아무리 돈을 많이 벌 수 있는 직업이라도 직업을 즐길 수 없으면 행복감을 느끼는 것이 어렵다. 사람의 인생에서 대부분의 시간이 직업과 상관있어서 함부로 선택하면 안 된다. [[문단]] 신중을 기하게 여러 조건을 고려한 후에 자신의 직업을 결정하는 것이 성속한 사람이 꼭 해야 하는 선택이다.	3
95	[[문단]] 요즘 세상에 적성에 맞는 직업을 찾기가 힘든 것이 현실이다. 많은 대학 졸업생들이 자신의 전공과 과련된 직업에 종사하지 않는다. 왜냐하면 학생들은 월급이 부족한 것은 가족이 요구하는 것이기 때문이다. 직업 선택의 조건은 여러 가지가 있겠지만 첫 번째 조건은 적성, 즉 자신이 흥미를 느낄 수 있는 일이다. 두 번째와 세 번째 조건은 각각 전문성과 월급이다. [[문단]] 그 중에는 가장 중요하다고 생각하는 건이 바로 적성과 흥미를 할 수 있다. 왜냐하면 만약 어떤 사람이 적성에 맞지도 않고 흥미를 느낄 수 없는 직업을 갖는다면 분면 그 일을 계속해서 하지 못할 건이기 때문이다. 그러나 이 사회에서 자신의 적성에 맞는 직업을 찾는다는 것은 쉬운 일이 아니다. 흥미로운 기초 위해서 적성이 직업에 찾더라도 쉬운 일이다. 사실상 중국 청년과 한국 청년들은 직업 선택 시 중요시하는 조건이 다르다. 예를 들어 한국 청년들은 안정적인 공무원을 선호하거나 유명 대기업에는 들어가기를 원하는 경우가 많은데 중국 청년들은 공무원에 대한 관심보다는 도전적인 창업이나 새로운 회사 창립을 선호한다. 직업 선택에 있어서 무엇보다도 적성과 흥미가 잘 결합될 수 있는지 여부가 가장 중요하다고 생각한다. [[문단]] 그렇게 생각하는 이유는 월급도 중요하지만 직업에 적성에 맞지 않을 경우에는 적당히 월급때문이다. 그러므로 직업 선택 시 각자의 적성과 흥미, 능력을 고려해서 신중하게 결정해야 한다.	2
